v8-version,5,1,281,101,0
code-creation,LazyCompile,0,0x22b1b56488c0,604,"tryReadSync fs.js:483:21",0x4a9bb93cf98,
code-creation,LazyCompile,0,0x22b1b5648b20,1644,"fs.readSync fs.js:702:23",0x4a9bb93ed28,~
tick,0x9f7dff,142967,0,0x23ed280,0,0xd16000,0x22b1b5649086,0x22b1b56489d3,0x22b1b5643c9a,0x22b1b564346e,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,16,0x22b1b56491a0,348,"CompareICStub"
code-creation,LazyCompile,0,0x22b1b5649300,300,"fs.closeSync fs.js:609:24",0x4a9bb93ea28,~
code-creation,LazyCompile,0,0x22b1b5649440,708,"Buffer.toString buffer.js:487:37",0x2e56b136eb00,~
code-creation,LazyCompile,0,0x22b1b5649720,2520,"slowToString buffer.js:420:22",0x2e56b137c0b0,~
code-creation,LazyCompile,0,0x22b1b564a100,388,"stripBOM internal/module.js:47:18",0x4a9bb936c80,~
code-creation,LazyCompile,0,0x22b1b564a2a0,3272,"Module._compile module.js:510:37",0x4a9bb935958,~
code-creation,LazyCompile,0,0x22b1b564af80,292,"runInThisContext vm.js:96:26",0x4a9bb937de8,~
code-creation,LazyCompile,0,0x22b1b564b0c0,276,"createScript vm.js:55:22",0x4a9bb937a28,~
tick,0x7f0951beb6fd,144156,0,0x0,2,0xe9a600,0x22b1b564a7d3,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Function,0,0x22b1b564b1e0,832," /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11",0x4a9bb968628,~
code-creation,Script,0,0x22b1b564b520,228,"/mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js",0x4a9bb968558,~
code-creation,LazyCompile,0,0x22b1b564b620,660,"makeRequireFunction internal/module.js:13:29",0x4a9bb936bc0,~
code-disable-optimization,"require","TryFinallyStatement"
code-creation,LazyCompile,0,0x22b1b564b8c0,604,"require internal/module.js:17:19",0x4a9bb968d20,
code-creation,LazyCompile,0,0x22b1b564bb20,508,"Module.require module.js:494:36",0x4a9bb935898,~
tick,0x7f0951beb6fd,145146,0,0x0,2,0xe9a600,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,17,0x22b1b564bd20,240,"ToBooleanICStub(Bool,String)"
code-creation,Stub,17,0x22b1b564be20,228,"ToBooleanICStub(Null,SpecObject)"
code-creation,Stub,4,0x22b1b564bf20,120,"LoadConstantStub"
code-creation,LazyCompile,0,0x22b1b564bfa0,2812,"basename path.js:1352:30",0x4a9bb931d18,~
code-creation,Handler,4,0x22b1b564caa0,171,"JSON"
code-creation,Handler,4,0x22b1b564cb60,185,"toString"
tick,0x7f0951beb6fd,146313,0,0x0,0,0xd113f0,0x22b1b5639d4e,0x22b1b56398b0,0x22b1b5637fb4,0x22b1b5636237,0x22b1b5635c5a,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Handler,4,0x22b1b564cc20,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x22b1b564ccc0,200,"id"
code-creation,Handler,4,0x22b1b564cda0,200,"exports"
code-creation,Handler,4,0x22b1b564ce80,200,"parent"
code-creation,Handler,4,0x22b1b564cf60,200,"filename"
code-creation,Handler,4,0x22b1b564d040,200,"loaded"
code-creation,Stub,4,0x22b1b564d120,264,"StoreTransitionStub"
code-creation,Handler,4,0x22b1b564d240,200,"children"
code-creation,Handler,4,0x22b1b564d320,164,"load"
code-creation,Stub,4,0x22b1b564d3e0,112,"LoadFieldStub"
code-creation,Stub,4,0x22b1b564d460,264,"StoreTransitionStub"
code-creation,Handler,4,0x22b1b564d580,200,"paths"
tick,0xda9e70,147245,0,0x7fff9dd61590,0,0xd113f0,0x22b1b5641e45,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,4,0x22b1b564d660,112,"LoadFieldStub"
code-creation,Stub,4,0x22b1b564d6e0,120,"LoadConstantStub"
code-creation,Handler,4,0x22b1b564d760,164,"isFile"
code-creation,Stub,4,0x22b1b564d820,279,"LoadFieldStub"
code-creation,Stub,4,0x22b1b564d940,120,"LoadConstantStub"
code-creation,Handler,4,0x22b1b564d9c0,164,"slice"
code-creation,Handler,4,0x22b1b564da80,218,"length"
code-creation,Handler,4,0x22b1b564db60,171,"Number"
code-creation,Handler,4,0x22b1b564dc20,215,"buffer"
code-creation,Handler,4,0x22b1b564dd00,215,"byteOffset"
code-creation,Handler,4,0x22b1b564dde0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x22b1b564dea0,164,"toString"
code-creation,Handler,4,0x22b1b564df60,164,"apply"
tick,0x7f0951beb6fd,148311,0,0x0,0,0xd113f0,0x22b1b56495dd,0x22b1b56441b1,0x22b1b564346e,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Handler,4,0x22b1b564e020,164,"utf8Slice"
code-creation,Handler,4,0x22b1b564e0e0,164,"_compile"
code-creation,Function,0,0x22b1b564e1a0,428," /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix.js:1:11",0x4a9bb96a968,~
code-creation,Script,0,0x22b1b564e360,228,"/mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix.js",0x4a9bb96a898,~
code-creation,Handler,4,0x22b1b564e460,566,"_debugWaitConnect"
code-creation,Handler,4,0x22b1b564e6a0,164,"constructor"
code-creation,Handler,4,0x22b1b564e760,200,"resolve"
code-creation,Handler,4,0x22b1b564e840,224,"main"
code-creation,Handler,4,0x22b1b564e920,224,"extensions"
code-creation,Handler,4,0x22b1b564ea00,224,"cache"
code-creation,Stub,4,0x22b1b564eae0,184,"StoreFieldStub"
tick,0x7f0951beb6fd,149399,0,0x0,0,0xd12880,0x22b1b564b99c,0x22b1b564e247,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Handler,4,0x22b1b564eba0,164,"require"
code-creation,Stub,4,0x22b1b564ec60,120,"LoadConstantStub"
code-creation,Stub,4,0x22b1b564ece0,112,"LoadFieldStub"
code-creation,LazyCompile,0,0x22b1b564ed60,3588,"normalizeStringPosix path.js:78:30",0x4a9bb930e18,~
tick,0xbe9906,150449,0,0x2497620,2,0xe9a970,0x22b1b562505d,0x22b1b56426af,0x22b1b5641dd8,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564e247,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
tick,0x994407,151515,1,0x10f4d00,2,0x9dafd0,0x22b1b564b18d,0x22b1b564b018,0x22b1b564a7d3,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564e247,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,3,0x22b1b564fb80,539,"FastNewContextStub"
code-creation,Function,0,0x22b1b564fda0,4324," /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:1:11",0x4a9bb96dab0,~
code-creation,Script,0,0x22b1b5650ea0,228,"/mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js",0x4a9bb96d9e0,~
code-creation,Stub,10,0x22b1b5650fa0,502,"LoadICStub"
tick,0x7f0951beb6fd,152621,0,0x0,2,0xeca560,0x22b1b562dff0,0x22b1b564b05c,0x22b1b564a7d3,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564e247,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,3,0x22b1b56511a0,1004,"StringAddStub_CheckNone_NotTenured"
code-creation,LazyCompile,1,0x22b1b56515a0,2268,"normalizeStringPosix path.js:78:30",0x4a9bb930e18,*
code-creation,Handler,4,0x22b1b5651e80,200,"cache"
tick,0x22b1b552d159,153643,0,0x22b1b55343e0,0,0x22b1b563da7e,0x22b1b563d353,0x22b1b563a4ff,0x22b1b56398b0,0x22b1b5637fb4,0x22b1b5636237,0x22b1b5635c5a,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564fe85,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564e247,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b564bcd3,0x22b1b564ba06,0x22b1b564b28b,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Function,0,0x22b1b5651f60,1668," /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:1:11",0x4a9bb96fc28,~
code-creation,Script,0,0x22b1b5652600,228,"/mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js",0x4a9bb96fb58,~
code-creation,LazyCompile,0,0x22b1b5652700,476,"Script.runInThisContext vm.js:19:45",0x4a9bb937ea8,~
tick,0x0,154911,0,0x7fff9dd61060,0
code-creation,LazyCompile,0,0x22b1b56528e0,1220,"Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:92:19",0x4a9bb968898,~
code-creation,LazyCompile,1,0x22b1b5652dc0,516,"Script.runInThisContext vm.js:19:45",0x4a9bb937ea8,*
tick,0x985b5c,155976,0,0x7fff9dd607e0,2,0xe9a600,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,0,0x22b1b5652fe0,13344,"Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:21",0x4a9bb96e708,~
code-creation,Stub,4,0x22b1b5656400,661,"LoadIndexedStringStub"
code-creation,LazyCompile,0,0x22b1b56566a0,552,"match /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:112:16",0x4a9bb96e588,~
code-creation,LazyCompile,0,0x22b1b56568e0,428,"indexOf native array.js:1054:22",0x2e56b1354b90,~
code-creation,LazyCompile,0,0x22b1b5656aa0,2092,"InnerArrayIndexOf native array.js:1009:27",0x2e56b1354ae8,~
code-creation,Stub,4,0x22b1b56572e0,292,"LoadFastElementStub"
tick,0x7f0951beb6fd,157059,0,0x0,0,0xd11bd0,0x22b1b56539cc,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,16,0x22b1b5657420,211,"CompareICStub"
code-creation,Handler,4,0x22b1b5657500,164,"indexOf"
code-creation,Stub,4,0x22b1b56575c0,180,"StoreFieldStub"
code-creation,Stub,15,0x22b1b5657680,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x22b1b5657700,212,"Mexp /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:1:83",0x4a9bb970108,~
code-creation,LazyCompile,0,0x22b1b56577e0,3948,"Mexp.toPostfix /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix.js:4:38",0x4a9bb96aab0,~
tick,0x7f0951beb6fd,158136,0,0x0,2,0xe9a600,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,16,0x22b1b5658760,213,"CompareICStub"
code-creation,Stub,16,0x22b1b5658840,672,"CompareICStub"
code-creation,LazyCompile,0,0x22b1b5658ae0,196,"valueOf native v8natives.js:80:23",0x2e56b134c818,~
code-creation,Stub,16,0x22b1b5658bc0,672,"CompareICStub"
code-creation,Handler,4,0x22b1b5658e60,164,"pop"
code-creation,Handler,4,0x22b1b5658f20,200,"value"
code-creation,LazyCompile,0,0x22b1b5659000,8552,"Mexp.postfixEval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:2:39",0x4a9bb9687d8,~
tick,0x7f0951beb6fd,159170,0,0x0,2,0xe9a600,0x22b1b5652a4a,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,4,0x22b1b565b180,180,"StoreFieldStub"
code-creation,LazyCompile,0,0x22b1b565b240,196,"add /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:10:17",0x4a9bb970288,~
code-creation,LazyCompile,0,0x22b1b565b320,196,"mul /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:71:17",0x4a9bb970dc8,~
code-creation,LazyCompile,0,0x22b1b565b400,196,"sub /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:113:17",0x4a9bb971308,~
code-creation,LazyCompile,0,0x22b1b565b4e0,196,"div /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:51:17",0x4a9bb970a08,~
code-creation,Stub,16,0x22b1b565b5c0,348,"CompareICStub"
code-creation,LazyCompile,0,0x22b1b565b720,916,"toFixed native v8natives.js:666:25",0x2e56b134e168,~
code-creation,Stub,16,0x22b1b565bac0,672,"CompareICStub"
code-creation,Stub,16,0x22b1b565bd60,297,"CompareICStub"
tick,0x7f0951beb6fd,160259,0,0x0,0,0xd158f0,0x22b1b565ba1a,0x22b1b565b0f2,0x22b1b5652a4a,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,0,0x22b1b565bea0,284,"parseFloat native v8natives.js:59:26",0x2e56b134c678,~
code-creation,Handler,4,0x22b1b565bfc0,171,"t"
code-creation,Stub,4,0x22b1b565c080,256,"StoreGlobalStub"
code-creation,Stub,4,0x22b1b565c180,256,"StoreGlobalStub"
code-creation,Stub,4,0x22b1b565c280,120,"LoadConstantStub"
code-creation,Stub,4,0x22b1b565c300,112,"LoadFieldStub"
code-creation,Handler,4,0x22b1b565c380,164,"toPostfix"
code-creation,Handler,4,0x22b1b565c440,164,"postfixEval"
code-creation,Handler,4,0x22b1b565c500,192,"PI"
code-creation,Handler,4,0x22b1b565c5c0,192,"E"
code-creation,Handler,4,0x22b1b565c680,171,"parseFloat"
tick,0xd6e3f3,161292,0,0xd265ea2b0a9,0,0xd113f0,0x22b1b565b06b,0x22b1b5652a4a,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Handler,4,0x22b1b565c740,185,"toFixed"
code-creation,LazyCompile,0,0x22b1b565c800,428,"indexOf native array.js:1054:22",0x2e56b1354b90,~
tick,0x100abdc,162473,0,0x2451ef8,2,0xeca560,0x22b1b5658b54,0x22b1b55092a7,0x22b1b5658178,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,1,0x22b1b565c9c0,511,"indexOf native array.js:1054:22",0x2e56b1354b90,*
code-creation,LazyCompile,0,0x22b1b565cbc0,196,"valueOf native v8natives.js:80:23",0x2e56b134c818,~
tick,0xe20006,163540,0,0x76,2,0xe9a970,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,0,0x22b1b565cca0,13344,"Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:21",0x4a9bb96e708,~
tick,0xbdb523,164595,0,0x248fb28,2,0xe9a970,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,0,0x22b1b56600c0,552,"match /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:112:16",0x4a9bb96e588,~
code-creation,LazyCompile,0,0x22b1b5660300,212,"Mexp /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:1:83",0x4a9bb970108,~
tick,0x7f0951b43cc2,165733,0,0x0,2,0xe9a970,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,1,0x22b1b56603e0,398,"valueOf native v8natives.js:80:23",0x2e56b134c818,*
tick,0x0,166725,0,0x0,2
code-creation,LazyCompile,1,0x22b1b5660580,1378,"match /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:112:16",0x4a9bb96e588,*
tick,0x7f0951c42566,167788,0,0x0,1
code-creation,LazyCompile,0,0x22b1b5660b00,8552,"Mexp.postfixEval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:2:39",0x4a9bb9687d8,~
code-creation,LazyCompile,0,0x22b1b5662c80,2092,"InnerArrayIndexOf native array.js:1009:27",0x2e56b1354ae8,~
tick,0xb9a5a2,172460,0,0x2787d18,2,0xe9a970,0x22b1b565caf4,0x22b1b5653944,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
tick,0x1078754,175640,0,0x2a84501,2,0xeca560,0x22b1b5660463,0x22b1b55092a7,0x22b1b5658178,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
tick,0x7f0951ece26b,175717,0,0x0,2,0xeca560,0x22b1b5660463,0x22b1b55092a7,0x22b1b5658178,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
tick,0x7f0951ece26b,175757,0,0x0,2,0xeca560,0x22b1b5660463,0x22b1b55092a7,0x22b1b5658178,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,1,0x22b1b56634c0,1114,"InnerArrayIndexOf native array.js:1009:27",0x2e56b1354ae8,*
code-creation,Stub,3,0x22b1b5663920,1000,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5663d20,2300,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5664620,2324,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5664f40,2342,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5665880,2340,"RecordWriteStub"
tick,0xbbd14b,176782,0,0x100000008,2,0xeca560,0x22b1b5660463,0x22b1b55092a7,0x22b1b5658178,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,3,0x22b1b56661c0,2316,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5666ae0,184,"DoubleToIStub"
code-creation,Stub,3,0x22b1b5666ba0,755,"GrowArrayElementsStub"
code-creation,LazyCompile,1,0x22b1b5666ea0,4873,"Mexp.postfixEval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:2:39",0x4a9bb9687d8,*
code-creation,Stub,3,0x22b1b56681c0,2316,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5668ae0,292,"StringEqualStub"
tick,0x7f0951c42086,177822,0,0x102f1c2,2,0xeca560,0x22b1b5660463,0x22b1b55092a7,0x22b1b5658178,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,Stub,14,0x22b1b5668c20,410,"VectorKeyedStoreICStub"
code-creation,Stub,3,0x22b1b5668dc0,2345,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5669700,2291,"RecordWriteStub"
code-creation,Stub,3,0x22b1b566a000,2303,"RecordWriteStub"
code-creation,LazyCompile,1,0x22b1b566a900,13083,"Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:21",0x4a9bb96e708,*
tick,0x22b1b551ed85,178856,0,0x22b1b5657b13,0,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
tick,0x1064c40,179917,0,0x986f2d,2,0xe9a970,0x22b1b5652a09,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,0,0x22b1b566dc20,3948,"Mexp.toPostfix /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix.js:4:38",0x4a9bb96aab0,~
code-creation,LazyCompile,0,0x22b1b566eba0,196,"sub /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:113:17",0x4a9bb971308,~
code-creation,LazyCompile,0,0x22b1b566ec80,196,"add /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:10:17",0x4a9bb970288,~
code-creation,LazyCompile,1,0x22b1b566ed60,207,"sub /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:113:17",0x4a9bb971308,*
code-creation,LazyCompile,1,0x22b1b566ee40,211,"add /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:10:17",0x4a9bb970288,*
code-creation,Stub,3,0x22b1b566ef20,1000,"RecordWriteStub"
code-creation,LazyCompile,1,0x22b1b566f320,307,"Mexp /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:1:83",0x4a9bb970108,*
tick,0x0,182963,0,0x0,2
code-creation,Stub,3,0x22b1b566f460,2370,"RecordWriteStub"
code-creation,Stub,3,0x22b1b566fdc0,2325,"RecordWriteStub"
code-creation,Stub,3,0x22b1b56706e0,2333,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5671000,2300,"RecordWriteStub"
code-creation,Stub,3,0x22b1b5671900,2328,"RecordWriteStub"
code-creation,LazyCompile,1,0x22b1b5672220,4868,"Mexp.toPostfix /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix.js:4:38",0x4a9bb96aab0,*
tick,0x22b1b5525cfd,184030,0,0x22b1b566bf58,0,0x22b1b56529c8,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
code-creation,LazyCompile,0,0x22b1b5673540,196,"mul /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/math_function.js:71:17",0x4a9bb970dc8,~
tick,0x7f0951beb6fd,185141,0,0x0,2,0xe9a970,0x22b1b566764e,0x22b1b5652a4a,0x22b1b564b472,0x22b1b564aeb4,0x22b1b564352b,0x22b1b5641f52,0x22b1b5641a7d,0x22b1b5635f82,0x22b1b5635a4a,0x22b1b56358d0,0x22b1b5547916,0x22b1b5542739
