Statistical profiling result from isolate-0x2fb4260-v8.log, (2263 ticks, 64 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     10   17.5%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
     10  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
     10  100.0%            LazyCompile: ~Module._compile module.js:510:37

     52    2.3%  void v8::internal::LookupIterator::Start<false>()
     31   59.6%    v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     31  100.0%      LazyCompile: *Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
     29   93.5%        LazyCompile: *<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
     29  100.0%          LazyCompile: ~Module._compile module.js:510:37
     29  100.0%            LazyCompile: ~Module._extensions..js module.js:577:37
      2    6.5%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      2  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      2  100.0%            LazyCompile: ~Module._compile module.js:510:37
     21   40.4%    v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     21  100.0%      LazyCompile: *Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
     16   76.2%        LazyCompile: *<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
     16  100.0%          LazyCompile: ~Module._compile module.js:510:37
     16  100.0%            LazyCompile: ~Module._extensions..js module.js:577:37
      5   23.8%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      5  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      5  100.0%            LazyCompile: ~Module._compile module.js:510:37

     51    2.3%  v8::internal::Factory::NumberToString(v8::internal::Handle<v8::internal::Object>, bool)
     26   51.0%    v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     26  100.0%      LazyCompile: *Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
     24   92.3%        LazyCompile: *<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
     24  100.0%          LazyCompile: ~Module._compile module.js:510:37
     24  100.0%            LazyCompile: ~Module._extensions..js module.js:577:37
      2    7.7%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      2  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      2  100.0%            LazyCompile: ~Module._compile module.js:510:37
     25   49.0%    v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     25  100.0%      LazyCompile: *Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
     21   84.0%        LazyCompile: *<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
     21  100.0%          LazyCompile: ~Module._compile module.js:510:37
     21  100.0%            LazyCompile: ~Module._extensions..js module.js:577:37
      4   16.0%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      4  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      4  100.0%            LazyCompile: ~Module._compile module.js:510:37

     49    2.2%  Stub: StringEqualStub
     49  100.0%    LazyCompile: *Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
     44   89.8%      LazyCompile: *<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
     44  100.0%        LazyCompile: ~Module._compile module.js:510:37
     44  100.0%          LazyCompile: ~Module._extensions..js module.js:577:37
     44  100.0%            LazyCompile: ~Module.load module.js:478:33
      5   10.2%      LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      5  100.0%        Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      5  100.0%          LazyCompile: ~Module._compile module.js:510:37
      5  100.0%            LazyCompile: ~Module._extensions..js module.js:577:37

     48    2.1%  write
     12   25.0%    v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   16.7%      Stub: CEntryStub
      1   50.0%        LazyCompile: ~slice buffer.js:820:40
      1  100.0%          LazyCompile: ~allocate buffer.js:166:18
      1  100.0%            LazyCompile: ~Buffer.allocUnsafe buffer.js:139:30
      1   50.0%        LazyCompile: ~[Symbol.replace] native regexp.js:659:31
      1  100.0%          LazyCompile: ~replace native string.js:132:23
      1  100.0%            LazyCompile: ~setupConfig internal/process.js:119:21
      2   16.7%      LazyCompile: ~startup bootstrap_node.js:12:19
      2  100.0%        Function: ~<anonymous> bootstrap_node.js:10:10
      1    8.3%      LazyCompile: ~setupNextTick internal/process/next_tick.js:11:23
      1  100.0%        LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1    8.3%      LazyCompile: ~setupGlobalVariables bootstrap_node.js:203:32
      1  100.0%        LazyCompile: ~startup bootstrap_node.js:12:19
      1  100.0%          Function: ~<anonymous> bootstrap_node.js:10:10
      1    8.3%      LazyCompile: ~_addListener events.js:210:22
      1  100.0%        LazyCompile: ~addListener events.js:275:58
      1  100.0%          LazyCompile: ~setupSignalHandlers internal/process.js:198:29
      1  100.0%            LazyCompile: ~startup bootstrap_node.js:12:19
      1    8.3%      LazyCompile: ~RegExpSubclassExec native regexp.js:207:28
      1  100.0%        LazyCompile: ~[Symbol.match] native regexp.js:430:29
      1  100.0%          LazyCompile: ~match native string.js:105:23
      1  100.0%            LazyCompile: ~<anonymous> bootstrap_node.js:447:58
      1    8.3%      LazyCompile: ~Module.load module.js:478:33
      1  100.0%        LazyCompile: tryModuleLoad module.js:443:23
      1  100.0%          LazyCompile: ~Module._load module.js:412:24
      1  100.0%            LazyCompile: ~Module.runMain module.js:602:26
      1    8.3%      LazyCompile: ~Module._findPath module.js:151:28
      1  100.0%        LazyCompile: ~Module._resolveFilename module.js:455:35
      1  100.0%          LazyCompile: ~Module._load module.js:412:24
      1  100.0%            LazyCompile: ~Module.runMain module.js:602:26
      1    8.3%      LazyCompile: ~MapFindEntry native collection.js:45:22
      1  100.0%        LazyCompile: ~get native collection.js:239:16
      1  100.0%          LazyCompile: ~realpathSync fs.js:1606:40
      1  100.0%            LazyCompile: ~toRealPath module.js:132:20
      1    8.3%      Function: ~<anonymous> native harmony-unicode-regexps.js:2:10
      2    4.2%    v8::internal::Runtime_StoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~exports._deprecate internal/util.js:49:30
      1  100.0%        LazyCompile: ~exports.deprecate internal/util.js:15:29
      1  100.0%          Function: ~<anonymous> _stream_writable.js:1:11
      1  100.0%            LazyCompile: NativeModule.compile bootstrap_node.js:481:44
      1   50.0%      LazyCompile: ~<anonymous> bootstrap_node.js:208:40
      1  100.0%        LazyCompile: ~InnerArrayForEach native array.js:935:27
      1  100.0%          LazyCompile: ~forEach native array.js:954:22
      1  100.0%            LazyCompile: ~setupGlobalVariables bootstrap_node.js:203:32
      2    4.2%    v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~_tickCallback internal/process/next_tick.js:93:25
      1  100.0%        LazyCompile: ~Module.runMain module.js:602:26
      1  100.0%          LazyCompile: ~run bootstrap_node.js:371:15
      1  100.0%            LazyCompile: ~startup bootstrap_node.js:12:19
      1   50.0%      LazyCompile: ~ImportNow native prologue.js:20:19
      1  100.0%        Function: ~<anonymous> native harmony-regexp-exec.js:2:10
      2    4.2%    v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      2  100.0%      LazyCompile: ~Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
      2  100.0%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      2  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      2  100.0%            LazyCompile: ~Module._compile module.js:510:37
      2    4.2%    v8::internal::Runtime_CompareIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~set native collection.js:252:16
      1  100.0%        LazyCompile: ~realpathSync fs.js:1606:40
      1  100.0%          LazyCompile: ~toRealPath module.js:132:20
      1  100.0%            LazyCompile: ~Module._findPath module.js:151:28
      1   50.0%      LazyCompile: ~isFd fs.js:145:14
      1  100.0%        LazyCompile: ~fs.readFileSync fs.js:495:27
      1  100.0%          LazyCompile: ~Module._extensions..js module.js:577:37
      1  100.0%            LazyCompile: ~Module.load module.js:478:33
      1    2.1%    v8::internal::Runtime_ToBooleanIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~ok assert.js:100:12
      1  100.0%        LazyCompile: ~Module.require module.js:494:36
      1  100.0%          LazyCompile: require internal/module.js:17:19
      1  100.0%            Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      1    2.1%    v8::internal::Runtime_StackGuard(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: *Mexp.lex /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/lexer.js:153:31
      1  100.0%        LazyCompile: ~Mexp.eval /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:105:22
      1  100.0%          Function: ~<anonymous> /mnt/FC8C84988C844ED8/Pthing/Projects/math-expression-evaluator/src/postfix_evaluator.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:510:37
      1    2.1%    v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~encodeRealpathResult fs.js:1591:30
      1  100.0%        LazyCompile: ~realpathSync fs.js:1606:40
      1  100.0%          LazyCompile: ~toRealPath module.js:132:20
      1  100.0%            LazyCompile: ~Module._findPath module.js:151:28
      1    2.1%    v8::internal::Runtime_BinaryOpIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Function: ~<anonymous> buffer.js:1:11
      1  100.0%        LazyCompile: NativeModule.compile bootstrap_node.js:481:44
      1  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:415:34
      1  100.0%            Function: ~<anonymous> util.js:1:11

